iter	Logloss
353	0.3716095436
354	0.3713269887
355	0.3708948608
356	0.3705739453
357	0.3700810851
358	0.3697855948
359	0.3697269053
360	0.3695340188
361	0.3693958907
362	0.3692270481
363	0.3690651393
364	0.3687258879
365	0.3684044715
366	0.3680616185
367	0.3676116017
368	0.3670992373
369	0.3667678537
370	0.3662779797
371	0.3659788916
372	0.3658206735
373	0.3655119139
374	0.3652560201
375	0.364972859
376	0.3647217906
377	0.3645328861
378	0.3643315443
379	0.3643006351
380	0.3640745448
381	0.363811927
382	0.3635923277
383	0.363132749
384	0.362825871
385	0.3627616558
386	0.3625567202
387	0.3622938649
388	0.3618753168
389	0.3617764918
390	0.3615767771
391	0.3613535139
392	0.3611294427
393	0.3608905725
394	0.3604496016
395	0.3601470387
396	0.3598154747
397	0.3595476704
398	0.3592421984
399	0.3590039323
400	0.3586869798
401	0.3581650121
402	0.3578825497
403	0.3576774014
404	0.3574886662
405	0.3571149332
406	0.3569613105
407	0.3567545229
408	0.3563023055
409	0.3560669563
410	0.3557365888
411	0.3554367553
412	0.3552228326
413	0.3548901003
414	0.3547031486
415	0.3543949608
416	0.3542972665
417	0.3541426032
418	0.3539383144
419	0.3536471631
420	0.3533245425
421	0.3531262132
422	0.3527588446
423	0.3524832954
424	0.3520267991
425	0.3516388721
426	0.3512874922
427	0.3512274442
428	0.3510487565
429	0.3508830828
430	0.3505454175
431	0.3501146515
432	0.3499143784
433	0.3494647724
434	0.3491894441
435	0.3488513209
436	0.3487255666
437	0.3482774173
438	0.3479670716
439	0.3476464083
440	0.3474452986
441	0.3472320538
442	0.3469440121
443	0.3466733342
444	0.3464253993
445	0.3462820602
446	0.3459907005
447	0.3458738677
448	0.3456200932
449	0.3451379409
450	0.3448893354
451	0.3447310313
452	0.3444410798
453	0.3442404969
454	0.3438441312
455	0.3435627074
456	0.3434292294
457	0.3431955001
458	0.3429326535
459	0.3427860392
460	0.3423687004
461	0.3420479327
462	0.3418772167
463	0.3415962538
464	0.3411542199
465	0.3405896408
466	0.3404479051
467	0.3402293117
468	0.3400909891
469	0.3397600728
470	0.3395551334
471	0.3393369265
472	0.3391957312
473	0.3389834382
474	0.3388252006
475	0.3386089714
476	0.3384387508
477	0.3382437453
478	0.3380817362
479	0.3378834622
480	0.3376598766
481	0.337367118
482	0.3369408615
483	0.3367946813
484	0.3366781796
485	0.3364156769
486	0.3360089547
487	0.3357352783
488	0.3355328036
489	0.3351799825
490	0.3349595026
491	0.3347258636
492	0.3345220691
493	0.3344090184
494	0.334082654
495	0.3338551784
496	0.3335521231
497	0.3333034938
498	0.3331794884
499	0.3329956386
500	0.3327105817
501	0.3325066625
502	0.3323135832
503	0.3321756307
504	0.3319212968
505	0.3315226041
506	0.3312139618
507	0.3307795855
508	0.3305053245
509	0.3303375953
510	0.3300111469
511	0.3297987004
512	0.3296639929
513	0.3294307035
514	0.3291827724
515	0.3290807283
516	0.3289591358
517	0.3287785626
518	0.3284611493
519	0.328315815
520	0.3281504146
521	0.3280707751
522	0.3279134149
523	0.3276093497
524	0.3274200895
525	0.3271951559
526	0.3269022026
527	0.3266691652
528	0.3265215807
529	0.3262891697
530	0.3260653
531	0.3259053997
532	0.3257039875
533	0.3255387936
534	0.3253815966
535	0.3250897746
536	0.3248791869
537	0.3246305198
538	0.3243269192
539	0.3242018063
540	0.3239271213
541	0.3236595453
542	0.3234952739
543	0.3232729751
544	0.3230760098
545	0.3229023012
546	0.3226174881
547	0.3224891135
548	0.3224438543
549	0.3223732499
550	0.3223672428
551	0.3221948958
552	0.3219544679
553	0.3216197214
554	0.3215753789
555	0.3213985418
556	0.3211941068
557	0.3210952991
558	0.3209249298
559	0.3208423506
560	0.3207411319
561	0.32056407
562	0.3202621349
563	0.3200491883
564	0.3197341174
565	0.3195575648
566	0.3194275349
567	0.3193188131
568	0.3190541928
569	0.3187616517
570	0.3186321307
571	0.318458156
572	0.3182601628
573	0.3180736869
574	0.3179016832
575	0.3176437764
576	0.3175847336
577	0.3173719171
578	0.3171245571
579	0.3167868272
580	0.3165478405
581	0.3164379475
582	0.3162596906
583	0.3158857215
584	0.3156736771
585	0.3154676538
586	0.315280875
587	0.3150009327
588	0.3148390562
589	0.3148334628
590	0.3146049656
591	0.3142920987
592	0.3141361477
593	0.3139112748
594	0.3137736456
595	0.3135286878
596	0.3133783564
597	0.313331672
598	0.3132465425
599	0.312952987
600	0.312769616
601	0.3124422323
602	0.3122742768
603	0.3120667905
604	0.3118700496
605	0.3116822918
606	0.3115452021
607	0.3112651573
608	0.3109503458
609	0.3107283188
610	0.3105285367
611	0.3102509383
612	0.3100881426
613	0.3099607091
614	0.309673489
615	0.3094209697
616	0.3091887141
617	0.309027144
618	0.3087055479
619	0.3083875951
620	0.3083178511
621	0.3081656813
622	0.3079528823
623	0.3078076014
624	0.3076713697
625	0.307504971
626	0.3074309195
627	0.3073143959
628	0.3071214818
629	0.3067920164
630	0.3063843445
631	0.3061536577
632	0.305977799
633	0.3057996139
634	0.3056908188
635	0.3054102827
636	0.3053207359
637	0.3051838307
638	0.3049889509
639	0.3047677397
640	0.3046967493
641	0.3045311416
642	0.3043483823
643	0.3040112643
644	0.3038549841
645	0.3038169255
646	0.3036532655
647	0.3032305367
648	0.3030435369
649	0.3028526253
650	0.3026109485
651	0.3019923159
652	0.3017385263
653	0.3014753846
654	0.3013284804
655	0.3010859504
656	0.3009049271
657	0.3007214215
658	0.3005393129
659	0.300332622
660	0.3002497776
661	0.3002035972
662	0.2999533529
663	0.2997879919
664	0.2995763044
665	0.2994682813
666	0.2992356479
667	0.2989690163
668	0.2988512259
669	0.2986723702
670	0.2985006398
671	0.2983066788
672	0.2980949879
673	0.2977785676
674	0.2975679017
675	0.2974245199
676	0.2971608338
677	0.2970125811
678	0.2968651418
679	0.2966339336
680	0.2964228831
681	0.2962881922
682	0.2961245831
683	0.295880459
684	0.2956781815
685	0.2955436716
686	0.2953193387
687	0.2951179464
688	0.2949686517
689	0.2947943954
690	0.2946699428
691	0.2944021492
692	0.2942670266
693	0.294064396
694	0.2937881442
695	0.2936178142
696	0.293408877
697	0.2931569603
698	0.2929147217
699	0.2927287314
700	0.2924414264
701	0.2922484413
702	0.2921196536
703	0.2919256381
704	0.291804404
705	0.2916150166
706	0.2915191442
707	0.2913179344
708	0.2912733399
709	0.2909130866
710	0.2908280493
711	0.2905501601
712	0.2903585337
713	0.2902151276
714	0.2899705106
715	0.2898220132
716	0.2896170029
717	0.2893996583
718	0.2892873739
719	0.2890535557
720	0.2887634109
721	0.2885160296
722	0.2882568661
723	0.2881939804
724	0.2879496398
725	0.2878209773
726	0.2876195174
727	0.2873928537
728	0.2872730006
729	0.2870616223
730	0.2868689845
731	0.2866828296
732	0.2864746911
733	0.2864091765
734	0.2862113969
735	0.2859893675
736	0.285804127
737	0.2856181299
738	0.2855200899
739	0.2853275856
740	0.2851810873
741	0.2849796848
742	0.2848015332
743	0.2846377338
744	0.2845658882
745	0.2843384413
746	0.2841383814
747	0.2840298742
748	0.2839060378
749	0.2837494187
750	0.2835975096
751	0.2833731869
752	0.283131665
753	0.2829601789
754	0.2827451841
755	0.2825678517
756	0.2822948143
757	0.2820582701
758	0.2818058367
759	0.2817163997
760	0.2815622754
761	0.2813680017
762	0.2811161263
763	0.2809260843
764	0.2806650189
765	0.2805354377
766	0.2803547144
767	0.2801395133
768	0.2798625296
769	0.2796431777
770	0.2795067955
771	0.2792560724
772	0.2790561582
773	0.2789149158
774	0.2786265459
775	0.2783997433
776	0.2782999212
777	0.2781230976
778	0.2779388845
779	0.2776381887
780	0.2774296326
781	0.2771846889
782	0.2771105242
783	0.2769999999
784	0.2767394288
785	0.2766064117
786	0.2764822446
787	0.2762702177
788	0.276094761
789	0.2759205202
790	0.2757544207
791	0.2755927603
792	0.2754496149
793	0.2753162185
794	0.275093789
795	0.274979605
796	0.2748505817
797	0.2746317916
798	0.2744934496
799	0.2743321232
800	0.2741769108
801	0.2740561355
802	0.2738608367
803	0.2736229518
804	0.2734721892
805	0.2733092891
806	0.2731728806
807	0.2729097306
808	0.2726949635
809	0.2725320231
810	0.2723416699
811	0.2722167381
812	0.2720636088
813	0.2718772854
814	0.2717138968
815	0.2716119129
816	0.271423368
817	0.2713175116
818	0.2711927284
819	0.2707858294
820	0.2706246148
821	0.2703955751
822	0.2701155649
823	0.2699381363
824	0.2697789421
825	0.2697467925
826	0.2695985763
827	0.2694795219
828	0.2692871375
829	0.2691462035
830	0.2689628596
831	0.2688366905
832	0.2687147479
833	0.2685123548
834	0.2681562541
835	0.267996638
836	0.2676476379
837	0.2675162648
838	0.2673904847
839	0.2671758517
840	0.2668568632
841	0.2667190626
842	0.266574677
843	0.2664656319
844	0.2663269567
845	0.2661818802
846	0.2661454979
847	0.2659314533
848	0.2657158749
849	0.2655046258
850	0.2653291021
851	0.265247428
852	0.265019779
853	0.264883577
854	0.2645504125
855	0.2642734323
856	0.2640846771
857	0.2639832977
858	0.2638874836
859	0.2637887137
860	0.263602621
861	0.2635192784
862	0.2633446856
863	0.2631978615
864	0.2630838887
865	0.2629789063
866	0.2627054679
867	0.2626685985
868	0.2625517418
869	0.2623734236
870	0.2621826873
871	0.2619532165
872	0.2617919901
873	0.2617111264
874	0.2615302551
875	0.2614695647
876	0.2613748271
877	0.2611945593
878	0.261123041
879	0.2608692753
880	0.2607538511
881	0.2606259529
882	0.2605383246
883	0.2604677269
884	0.2603086002
885	0.2601544765
886	0.2598641958
887	0.2597144631
888	0.2594893236
889	0.2593839659
890	0.2591947936
891	0.259006257
892	0.2588953491
893	0.2587242496
894	0.258519061
895	0.25835491
896	0.2582134137
897	0.2581178817
898	0.257887612
899	0.2577279541
900	0.2574386912
901	0.2572148997
902	0.2570909308
903	0.2568272102
904	0.2567619044
905	0.2566592455
906	0.2565049169
907	0.2563369192
908	0.2561943133
909	0.2561094868
910	0.2559721523
911	0.2557955769
912	0.2556506495
913	0.2555021788
914	0.2553435644
915	0.2550013153
916	0.2549436175
917	0.254842126
918	0.254677604
919	0.2544741548
920	0.2543829366
921	0.2542260927
922	0.2540590841
923	0.2538359996
924	0.2536630329
925	0.2535681297
926	0.2534568052
927	0.2532734667
928	0.2531276672
929	0.2528412449
930	0.2527033826
931	0.2523947019
932	0.2523645456
933	0.2522095857
934	0.2521004619
935	0.2520033104
936	0.2519379531
937	0.2517755226
938	0.251669554
939	0.2515501772
940	0.2514234381
941	0.2511465336
942	0.2509446285
943	0.2507723786
944	0.2504536625
945	0.2503819684
946	0.2501451377
947	0.2500114616
948	0.2498299269
949	0.2496614369
950	0.2495395593
951	0.2494691661
952	0.2492981001
953	0.2492100032
954	0.24909197
955	0.2487962751
956	0.2486278583
957	0.2482804101
958	0.2480891999
959	0.2478764416
960	0.2477654682
961	0.2475429043
962	0.2473521505
963	0.2473392462
964	0.247161232
965	0.2470509355
966	0.2468049487
967	0.2466260192
968	0.2465767317
969	0.2462971531
970	0.2461532381
971	0.2459812917
972	0.2457730722
973	0.2456806206
974	0.2455559228
975	0.2453054639
976	0.2452031857
977	0.2451325691
978	0.2450181277
979	0.2448619398
980	0.2446383031
981	0.2445358948
982	0.2444025586
983	0.244334655
984	0.2442315504
985	0.2440381123
986	0.2439341599
987	0.2437721911
988	0.2436511031
989	0.2435490221
990	0.243413998
991	0.24312888
992	0.243025332
993	0.2429531966
994	0.2427705514
995	0.2425262069
996	0.2423137706
997	0.2421810642
998	0.2421047867
999	0.2419478286
